0.5088,0.51343,0.51763,0.52177,0.52779,0.53005,0.53311,0.53725,0.54127,0.54434,0.54803,0.55138,0.55085,0.49734,0.44857,0.40238,0.35599,0.31293,0.26868,0.22819,0.18719
0.52998,0.53605,0.54076,0.54537,0.55084,0.5558,0.56024,0.56539,0.56862,0.57234,0.57569,0.58274,0.57909,0.52156,0.46112,0.40617,0.35648,0.30765,0.25882,0.20466,0.15425
0.5546,0.56055,0.56669,0.57321,0.57802,0.58471,0.59226,0.59564,0.60142,0.60821,0.61143,0.61272,0.61529,0.54208,0.47537,0.41147,0.34887,0.29454,0.23004,0.16462,0
0.58521,0.59154,0.59665,0.60445,0.61115,0.61858,0.62801,0.63537,0.64006,0.64503,0.65097,0.65441,0.65662,0.57419,0.48853,0.41061,0.33874,0.26248,0.19268,0,0.17456
0.61377,0.62256,0.63142,0.63956,0.64918,0.65826,0.66906,0.67744,0.68852,0.69478,0.70165,0.70693,0.71273,0.61411,0.49791,0.40366,0.31635,0.22357,0,0.19409,0.26444
0.64959,0.66239,0.67235,0.68334,0.6981,0.70687,0.71936,0.733,0.74448,0.75528,0.76448,0.77315,0.77799,0.63641,0.50234,0.38147,0.26382,0,0.23733,0.29412,0.3356
0.69387,0.70719,0.72087,0.73796,0.75339,0.76772,0.78487,0.80108,0.81869,0.83611,0.85151,0.86226,0.86826,0.67755,0.49414,0.32571,0,0.27435,0.35947,0.40616,0.43915
0.74646,0.76502,0.78416,0.80093,0.82218,0.84409,0.8676,0.89286,0.9197,0.94536,0.97276,1.3462,1.004,0.70972,0.4389,0,0.36688,0.45523,0.50297,0.53584,0.55585
0.81193,0.83385,0.85898,0.88515,0.91415,0.94832,0.98034,1.019,1.0624,1.108,1.1589,1.2053,1.2582,0.70796,0,0.51117,0.61512,0.67283,0.69489,0.70529,0.7108
0.80271,0.8056,0.8245,0.84487,0.86745,0.89605,0.91808,0.94655,0.97172,0.9941,1.0008,0.98593,0.87145,0,0.58545,0.70994,0.75236,0.77257,0.77923,0.77899,0.77095
0.75116,0.77325,0.7829,0.80192,0.81774,0.83465,0.85046,0.86149,0.86819,0.8593,0.82038,0.69724,0,0.70314,0.8232,0.86455,0.86903,0.86254,0.85023,0.8373,1.2236
0.64177,0.64602,0.65188,0.65542,0.65743,0.65471,0.64674,0.63314,0.6091,0.54791,0.43778,0,0.58585,0.99145,1.5034,0.99365,0.97371,1.2144,1.1473,1.0914,1.0407
0.55172,0.54949,0.54669,0.54221,0.53401,0.51772,0.49699,0.46369,0.41054,0.32052,0,0.38955,0.61851,0.86175,1.1552,1.1078,1.0665,1.0206,0.98288,0.94675,0.91386
0.47423,0.46937,0.46072,0.44849,0.43562,0.40962,0.37773,0.32957,0.2579,0,0.29795,0.44968,0.60303,0.77333,0.97061,0.94383,0.91893,0.89429,0.86776,0.84489,0.82286
0.40994,0.40098,0.38751,0.37195,0.35258,0.31794,0.2757,0.21113,0,0.23863,0.35548,0.46461,0.58028,0.70573,0.85003,0.83823,0.81686,0.80234,0.78457,0.76995,0.75377
0.3549,0.34274,0.32485,0.30577,0.27732,0.23733,0.18287,0,0.2001,0.29589,0.37699,0.46284,0.55426,0.65517,0.76521,0.75799,0.7425,0.73456,0.71983,0.70879,0.69533
0.30501,0.28887,0.27029,0.2426,0.21019,0.16492,0,0.17592,0.25222,0.31945,0.38655,0.45715,0.53177,0.62159,0.70003,0.69404,0.68625,0.67763,0.66835,0.65871,0.65024
0.2609,0.24126,0.21773,0.18949,0.14,0,0.15575,0.2145,0.27703,0.33231,0.38934,0.44895,0.51001,0.57899,0.65106,0.64627,0.64081,0.63353,0.62597,0.61981,0.6104
0.22562,0.19955,0.16752,0.12758,0,0.13832,0.19342,0.243,0.29305,0.33815,0.38871,0.43766,0.49158,0.54788,0.61017,0.60622,0.60172,0.59603,0.5928,0.58391,0.57793
0.18123,0.15517,0.11749,0,0.13903,0.17415,0.21706,0.26079,0.29908,0.34017,0.38387,0.43069,0.47442,0.52489,0.57532,0.57448,0.56912,0.56431,0.56029,0.5572,0.55084
0.14649,0.10725,0,0.11251,0.15826,0.20078,0.23307,0.26968,0.30591,0.3429,0.379,0.41728,0.45815,0.50124,0.54718,0.54486,0.5406,0.53805,0.53367,0.5293,0.52628
