-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5
0.45023,0.44522,0.44459,0.43091,0.42026,0.41157,0.38858,0.36021,0.31548,0.2297,0,0.22897,0.31545,0.3603,0.38677,0.40529,0.41992,0.42905,0.4371,0.444,0.44878
0.44832,0.44036,0.43676,0.44594,0.41189,0.39693,0.37829,0.35067,0.30855,0.21622,0,0.21572,0.30204,0.34902,0.37836,0.45297,0.4122,0.42328,0.43082,0.43729,0.44348
0.43737,0.42989,0.42358,0.41284,0.40399,0.38792,0.36696,0.33596,0.28827,0.20383,0,0.20398,0.29175,0.33456,0.36689,0.38745,0.40113,0.41408,0.42319,0.4308,0.43769
0.43039,0.42378,0.41585,0.40528,0.39268,0.37605,0.35371,0.32138,0.27266,0.1861,0,0.18531,0.27106,0.3203,0.35187,0.37533,0.39098,0.40374,0.4631,0.42317,0.42911
0.41954,0.41037,0.40388,0.39246,0.37608,0.35834,0.33651,0.32712,0.25238,0.16983,0,0.16976,0.25158,0.30202,0.33547,0.35905,0.37714,0.39202,0.40221,0.41144,0.41747
0.40437,0.39584,0.38787,0.37335,0.36026,0.33883,0.31352,0.27916,0.2284,0.15017,0,0.14791,0.22877,0.27961,0.31487,0.33996,0.35861,0.37417,0.38601,0.39779,0.40528
0.38768,0.37743,0.36474,0.35188,0.33471,0.31338,0.28667,0.25082,0.20203,0.12719,0,0.12612,0.20138,0.2518,0.28755,0.31432,0.33561,0.35126,0.36477,0.37745,0.38547
0.35823,0.37096,0.33624,0.31964,0.3008,0.27931,0.25066,0.22189,0.16733,0.10147,0,0.10045,0.16779,0.21573,0.25161,0.2795,0.30183,0.3203,0.33556,0.34823,0.35901
0.31339,0.30142,0.28669,0.28089,0.2524,0.22789,0.2006,0.16846,0.12539,0.072231,0,0.072788,0.1258,0.16745,0.20183,0.22882,0.25171,0.27072,0.2865,0.30176,0.3143
0.22811,0.21605,0.20115,0.18525,0.16848,0.14851,0.12635,0.10109,0.07311,0.039613,0,0.03917,0.072819,0.10197,0.12746,0.148,0.16749,0.1853,0.20141,0.21549,0.22859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22902,0.21559,0.20105,0.18514,0.16989,0.14959,0.1261,0.10175,0.072639,0.042275,0,0.039923,0.074503,0.10209,0.12621,0.1482,0.16743,0.18568,0.20133,0.21585,0.22866
0.31408,0.30186,0.28768,0.27083,0.25119,0.22864,0.20159,0.16812,0.12609,0.072807,0,0.072823,0.1277,0.17277,0.20154,0.22902,0.25149,0.27079,0.28781,0.30169,0.31437
0.35916,0.3493,0.33476,0.31995,0.30184,0.27918,0.25234,0.21561,0.16757,0.10191,0,0.10211,0.16767,0.2157,0.25159,0.27974,0.30173,0.32132,0.33525,0.34798,0.35915
0.38583,0.37621,0.36559,0.3513,0.3354,0.314,0.28778,0.25124,0.20117,0.12571,0,0.12582,0.20155,0.25176,0.28733,0.3142,0.3362,0.35246,0.36601,0.37803,0.39619
0.40477,0.39678,0.3885,0.37421,0.35928,0.33997,0.31401,0.27931,0.23026,0.14806,0,0.14807,0.22862,0.27924,0.31648,0.33975,0.35994,0.40224,0.3886,0.39876,0.4064
0.41818,0.41142,0.402,0.39027,0.38026,0.36043,0.33504,0.30155,0.25121,0.16874,0,0.16794,0.25144,0.30251,0.37014,0.3602,0.37643,0.39293,0.40401,0.41079,0.4205
